Mod:Item:MetaData, Localized Name
gregtech:gt.blockores:1938, Garnet Sand
gregtech:gt.blockores:2938, Garnet Sand
gregtech:gt.blockores:3938, Garnet Sand
gregtech:gt.blockores:4938, Garnet Sand
gregtech:gt.blockores:5938, Garnet Sand
gregtech:gt.blockores:6938, Garnet Sand
gregtech:gt.blockores:16938, Small Garnet Sand
gregtech:gt.blockores:17938, Small Garnet Sand
gregtech:gt.blockores:18938, Small Garnet Sand
gregtech:gt.blockores:19938, Small Garnet Sand
gregtech:gt.blockores:20938, Small Garnet Sand
gregtech:gt.blockores:21938, Small Garnet Sand
gregtech:gt.blockores:22938, Small Garnet Sand
gregtech:gt.blockores:939, Quartz Sand
gregtech:gt.blockores:1939, Quartz Sand
gregtech:gt.blockores:2939, Quartz Sand
gregtech:gt.blockores:3939, Quartz Sand
gregtech:gt.blockores:4939, Quartz Sand
gregtech:gt.blockores:5939, Quartz Sand
gregtech:gt.blockores:6939, Quartz Sand
gregtech:gt.blockores:16939, Small Quartz Sand
gregtech:gt.blockores:17939, Small Quartz Sand
gregtech:gt.blockores:18939, Small Quartz Sand
gregtech:gt.blockores:19939, Small Quartz Sand
gregtech:gt.blockores:20939, Small Quartz Sand
gregtech:gt.blockores:21939, Small Quartz Sand
gregtech:gt.blockores:22939, Small Quartz Sand
gregtech:gt.blockores:941, Borax Ore
gregtech:gt.blockores:1941, Borax Ore
gregtech:gt.blockores:2941, Borax Ore
gregtech:gt.blockores:3941, Borax Ore
gregtech:gt.blockores:4941, Borax Ore
gregtech:gt.blockores:5941, Borax Ore
gregtech:gt.blockores:6941, Borax Ore
gregtech:gt.blockores:16941, Small Borax Ore
gregtech:gt.blockores:17941, Small Borax Ore
gregtech:gt.blockores:18941, Small Borax Ore
gregtech:gt.blockores:19941, Small Borax Ore
gregtech:gt.blockores:20941, Small Borax Ore
gregtech:gt.blockores:21941, Small Borax Ore
gregtech:gt.blockores:22941, Small Borax Ore
gregtech:gt.blockores:942, Molybdenite Ore
gregtech:gt.blockores:1942, Molybdenite Ore
gregtech:gt.blockores:2942, Molybdenite Ore
gregtech:gt.blockores:3942, Molybdenite Ore
gregtech:gt.blockores:4942, Molybdenite Ore
gregtech:gt.blockores:5942, Molybdenite Ore
gregtech:gt.blockores:6942, Molybdenite Ore
gregtech:gt.blockores:16942, Small Molybdenite Ore
gregtech:gt.blockores:17942, Small Molybdenite Ore
gregtech:gt.blockores:18942, Small Molybdenite Ore
gregtech:gt.blockores:19942, Small Molybdenite Ore
gregtech:gt.blockores:20942, Small Molybdenite Ore
gregtech:gt.blockores:21942, Small Molybdenite Ore
gregtech:gt.blockores:22942, Small Molybdenite Ore
gregtech:gt.blockores:943, Pyrolusite Ore
gregtech:gt.blockores:1943, Pyrolusite Ore
gregtech:gt.blockores:2943, Pyrolusite Ore
gregtech:gt.blockores:3943, Pyrolusite Ore
gregtech:gt.blockores:4943, Pyrolusite Ore
gregtech:gt.blockores:5943, Pyrolusite Ore
gregtech:gt.blockores:6943, Pyrolusite Ore
gregtech:gt.blockores:16943, Small Pyrolusite Ore
gregtech:gt.blockores:17943, Small Pyrolusite Ore
gregtech:gt.blockores:18943, Small Pyrolusite Ore
gregtech:gt.blockores:19943, Small Pyrolusite Ore
gregtech:gt.blockores:20943, Small Pyrolusite Ore
gregtech:gt.blockores:21943, Small Pyrolusite Ore
gregtech:gt.blockores:22943, Small Pyrolusite Ore
gregtech:gt.blockores:944, Rock Salt Ore
gregtech:gt.blockores:1944, Rock Salt Ore
gregtech:gt.blockores:2944, Rock Salt Ore
gregtech:gt.blockores:3944, Rock Salt Ore
gregtech:gt.blockores:4944, Rock Salt Ore
gregtech:gt.blockores:5944, Rock Salt Ore
gregtech:gt.blockores:6944, Rock Salt Ore
gregtech:gt.blockores:16944, Small Rock Salt Ore
gregtech:gt.blockores:17944, Small Rock Salt Ore
gregtech:gt.blockores:18944, Small Rock Salt Ore
gregtech:gt.blockores:19944, Small Rock Salt Ore
gregtech:gt.blockores:20944, Small Rock Salt Ore
gregtech:gt.blockores:21944, Small Rock Salt Ore
gregtech:gt.blockores:22944, Small Rock Salt Ore
gregtech:gt.blockores:945, Stibnite Ore
gregtech:gt.blockores:1945, Stibnite Ore
gregtech:gt.blockores:2945, Stibnite Ore
gregtech:gt.blockores:3945, Stibnite Ore
gregtech:gt.blockores:4945, Stibnite Ore
gregtech:gt.blockores:5945, Stibnite Ore
gregtech:gt.blockores:6945, Stibnite Ore
gregtech:gt.blockores:16945, Small Stibnite Ore
gregtech:gt.blockores:17945, Small Stibnite Ore
gregtech:gt.blockores:18945, Small Stibnite Ore
gregtech:gt.blockores:19945, Small Stibnite Ore
gregtech:gt.blockores:20945, Small Stibnite Ore
gregtech:gt.blockores:21945, Small Stibnite Ore
gregtech:gt.blockores:22945, Small Stibnite Ore
gregtech:gt.blockores:946, Asbestos Ore
gregtech:gt.blockores:1946, Asbestos Ore
gregtech:gt.blockores:2946, Asbestos Ore
gregtech:gt.blockores:3946, Asbestos Ore
gregtech:gt.blockores:4946, Asbestos Ore
gregtech:gt.blockores:5946, Asbestos Ore
gregtech:gt.blockores:6946, Asbestos Ore
gregtech:gt.blockores:16946, Small Asbestos Ore
gregtech:gt.blockores:17946, Small Asbestos Ore
gregtech:gt.blockores:18946, Small Asbestos Ore
gregtech:gt.blockores:19946, Small Asbestos Ore
gregtech:gt.blockores:20946, Small Asbestos Ore
gregtech:gt.blockores:21946, Small Asbestos Ore
gregtech:gt.blockores:22946, Small Asbestos Ore
gregtech:gt.blockores:948, Diatomite Ore
gregtech:gt.blockores:1948, Diatomite Ore
gregtech:gt.blockores:2948, Diatomite Ore
gregtech:gt.blockores:3948, Diatomite Ore
gregtech:gt.blockores:4948, Diatomite Ore
gregtech:gt.blockores:5948, Diatomite Ore
gregtech:gt.blockores:6948, Diatomite Ore
gregtech:gt.blockores:16948, Small Diatomite Ore
gregtech:gt.blockores:17948, Small Diatomite Ore
gregtech:gt.blockores:18948, Small Diatomite Ore
gregtech:gt.blockores:19948, Small Diatomite Ore
gregtech:gt.blockores:20948, Small Diatomite Ore
gregtech:gt.blockores:21948, Small Diatomite Ore
gregtech:gt.blockores:22948, Small Diatomite Ore
gregtech:gt.blockores:949, Glauconite Sand
gregtech:gt.blockores:1949, Glauconite Sand
gregtech:gt.blockores:2949, Glauconite Sand
gregtech:gt.blockores:3949, Glauconite Sand
gregtech:gt.blockores:4949, Glauconite Sand
gregtech:gt.blockores:5949, Glauconite Sand
gregtech:gt.blockores:6949, Glauconite Sand
gregtech:gt.blockores:16949, Small Glauconite Sand
gregtech:gt.blockores:17949, Small Glauconite Sand
gregtech:gt.blockores:18949, Small Glauconite Sand
gregtech:gt.blockores:19949, Small Glauconite Sand
gregtech:gt.blockores:20949, Small Glauconite Sand
gregtech:gt.blockores:21949, Small Glauconite Sand
gregtech:gt.blockores:22949, Small Glauconite Sand
gregtech:gt.blockores:951, Vyroxeres Ore
gregtech:gt.blockores:1951, Vyroxeres Ore
gregtech:gt.blockores:2951, Vyroxeres Ore
gregtech:gt.blockores:3951, Vyroxeres Ore
gregtech:gt.blockores:4951, Vyroxeres Ore
gregtech:gt.blockores:5951, Vyroxeres Ore
gregtech:gt.blockores:6951, Vyroxeres Ore
gregtech:gt.blockores:16951, Small Vyroxeres Ore
gregtech:gt.blockores:17951, Small Vyroxeres Ore
gregtech:gt.blockores:18951, Small Vyroxeres Ore
gregtech:gt.blockores:19951, Small Vyroxeres Ore
gregtech:gt.blockores:20951, Small Vyroxeres Ore
gregtech:gt.blockores:21951, Small Vyroxeres Ore
gregtech:gt.blockores:22951, Small Vyroxeres Ore
gregtech:gt.blockores:952, Ceruclase Ore
gregtech:gt.blockores:1952, Ceruclase Ore
gregtech:gt.blockores:2952, Ceruclase Ore
gregtech:gt.blockores:3952, Ceruclase Ore
gregtech:gt.blockores:4952, Ceruclase Ore
gregtech:gt.blockores:5952, Ceruclase Ore
gregtech:gt.blockores:6952, Ceruclase Ore
gregtech:gt.blockores:16952, Small Ceruclase Ore
gregtech:gt.blockores:17952, Small Ceruclase Ore
gregtech:gt.blockores:18952, Small Ceruclase Ore
gregtech:gt.blockores:19952, Small Ceruclase Ore
gregtech:gt.blockores:20952, Small Ceruclase Ore
gregtech:gt.blockores:21952, Small Ceruclase Ore
gregtech:gt.blockores:22952, Small Ceruclase Ore
gregtech:gt.blockores:956, Tartarite Ore
gregtech:gt.blockores:1956, Tartarite Ore
gregtech:gt.blockores:2956, Tartarite Ore
gregtech:gt.blockores:3956, Tartarite Ore
gregtech:gt.blockores:4956, Tartarite Ore
gregtech:gt.blockores:5956, Tartarite Ore
gregtech:gt.blockores:6956, Tartarite Ore
gregtech:gt.blockores:16956, Small Tartarite Ore
gregtech:gt.blockores:17956, Small Tartarite Ore
gregtech:gt.blockores:18956, Small Tartarite Ore
gregtech:gt.blockores:19956, Small Tartarite Ore
gregtech:gt.blockores:20956, Small Tartarite Ore
gregtech:gt.blockores:21956, Small Tartarite Ore
gregtech:gt.blockores:22956, Small Tartarite Ore
gregtech:gt.blockores:966, Orichalcum Ore
gregtech:gt.blockores:1966, Orichalcum Ore
gregtech:gt.blockores:2966, Orichalcum Ore
gregtech:gt.blockores:3966, Orichalcum Ore
gregtech:gt.blockores:4966, Orichalcum Ore
gregtech:gt.blockores:5966, Orichalcum Ore
gregtech:gt.blockores:6966, Orichalcum Ore
gregtech:gt.blockores:16966, Small Orichalcum Ore
gregtech:gt.blockores:17966, Small Orichalcum Ore
gregtech:gt.blockores:18966, Small Orichalcum Ore
gregtech:gt.blockores:19966, Small Orichalcum Ore
gregtech:gt.blockores:20966, Small Orichalcum Ore
gregtech:gt.blockores:21966, Small Orichalcum Ore
gregtech:gt.blockores:22966, Small Orichalcum Ore
gregtech:gt.blockores:969, Aluminium Fluoride Ore
gregtech:gt.blockores:1969, Aluminium Fluoride Ore
gregtech:gt.blockores:2969, Aluminium Fluoride Ore
gregtech:gt.blockores:3969, Aluminium Fluoride Ore
gregtech:gt.blockores:4969, Aluminium Fluoride Ore
gregtech:gt.blockores:5969, Aluminium Fluoride Ore
gregtech:gt.blockores:6969, Aluminium Fluoride Ore
gregtech:gt.blockores:16969, Small Aluminium Fluoride Ore
gregtech:gt.blockores:17969, Small Aluminium Fluoride Ore
gregtech:gt.blockores:18969, Small Aluminium Fluoride Ore
gregtech:gt.blockores:19969, Small Aluminium Fluoride Ore
gregtech:gt.blockores:20969, Small Aluminium Fluoride Ore
gregtech:gt.blockores:21969, Small Aluminium Fluoride Ore
gregtech:gt.blockores:22969, Small Aluminium Fluoride Ore
gregtech:gt.blockores:971, Calcium Disilicide Ore
gregtech:gt.blockores:1971, Calcium Disilicide Ore
gregtech:gt.blockores:2971, Calcium Disilicide Ore
gregtech:gt.blockores:3971, Calcium Disilicide Ore
gregtech:gt.blockores:4971, Calcium Disilicide Ore
gregtech:gt.blockores:5971, Calcium Disilicide Ore
gregtech:gt.blockores:6971, Calcium Disilicide Ore
gregtech:gt.blockores:16971, Small Calcium Disilicide Ore
gregtech:gt.blockores:17971, Small Calcium Disilicide Ore
gregtech:gt.blockores:18971, Small Calcium Disilicide Ore
gregtech:gt.blockores:19971, Small Calcium Disilicide Ore
gregtech:gt.blockores:20971, Small Calcium Disilicide Ore
gregtech:gt.blockores:21971, Small Calcium Disilicide Ore
gregtech:gt.blockores:22971, Small Calcium Disilicide Ore
gregtech:gt.blockores:975, Draconium Ore
gregtech:gt.blockores:1975, Draconium Ore
gregtech:gt.blockores:2975, Draconium Ore
gregtech:gt.blockores:3975, Draconium Ore
gregtech:gt.blockores:4975, Draconium Ore
gregtech:gt.blockores:5975, Draconium Ore
gregtech:gt.blockores:6975, Draconium Ore
gregtech:gt.blockores:16975, Small Draconium Ore
gregtech:gt.blockores:17975, Small Draconium Ore
gregtech:gt.blockores:18975, Small Draconium Ore
gregtech:gt.blockores:19975, Small Draconium Ore
gregtech:gt.blockores:20975, Small Draconium Ore
gregtech:gt.blockores:21975, Small Draconium Ore
gregtech:gt.blockores:22975, Small Draconium Ore
gregtech:gt.blockores:976, Awakened Draconium Ore
gregtech:gt.blockores:1976, Awakened Draconium Ore
gregtech:gt.blockores:2976, Awakened Draconium Ore
gregtech:gt.blockores:3976, Awakened Draconium Ore
gregtech:gt.blockores:4976, Awakened Draconium Ore
gregtech:gt.blockores:5976, Awakened Draconium Ore
gregtech:gt.blockores:6976, Awakened Draconium Ore
gregtech:gt.blockores:16976, Small Awakened Draconium Ore
gregtech:gt.blockores:17976, Small Awakened Draconium Ore
gregtech:gt.blockores:18976, Small Awakened Draconium Ore
gregtech:gt.blockores:19976, Small Awakened Draconium Ore
gregtech:gt.blockores:20976, Small Awakened Draconium Ore
gregtech:gt.blockores:21976, Small Awakened Draconium Ore
gregtech:gt.blockores:22976, Small Awakened Draconium Ore
gregtech:gt.blockores:978, Ichorium Ore
gregtech:gt.blockores:1978, Ichorium Ore
gregtech:gt.blockores:2978, Ichorium Ore
gregtech:gt.blockores:3978, Ichorium Ore
gregtech:gt.blockores:4978, Ichorium Ore
gregtech:gt.blockores:5978, Ichorium Ore
gregtech:gt.blockores:6978, Ichorium Ore
gregtech:gt.blockores:16978, Small Ichorium Ore
gregtech:gt.blockores:17978, Small Ichorium Ore
gregtech:gt.blockores:18978, Small Ichorium Ore
gregtech:gt.blockores:19978, Small Ichorium Ore
gregtech:gt.blockores:20978, Small Ichorium Ore
gregtech:gt.blockores:21978, Small Ichorium Ore
gregtech:gt.blockores:22978, Small Ichorium Ore
gregtech:gt.blockores:982, Cosmic Neutronium Ore
gregtech:gt.blockores:1982, Cosmic Neutronium Ore
gregtech:gt.blockores:2982, Cosmic Neutronium Ore
gregtech:gt.blockores:3982, Cosmic Neutronium Ore
gregtech:gt.blockores:4982, Cosmic Neutronium Ore
gregtech:gt.blockores:5982, Cosmic Neutronium Ore
gregtech:gt.blockores:6982, Cosmic Neutronium Ore
gregtech:gt.blockores:16982, Small Cosmic Neutronium Ore
gregtech:gt.blockores:17982, Small Cosmic Neutronium Ore
gregtech:gt.blockores:18982, Small Cosmic Neutronium Ore
gregtech:gt.blockores:19982, Small Cosmic Neutronium Ore
gregtech:gt.blockores:20982, Small Cosmic Neutronium Ore
gregtech:gt.blockores:21982, Small Cosmic Neutronium Ore
gregtech:gt.blockores:22982, Small Cosmic Neutronium Ore
gregtech:gt.blockores:984, Flerovium Ore
gregtech:gt.blockores:1984, Flerovium Ore
gregtech:gt.blockores:2984, Flerovium Ore
gregtech:gt.blockores:3984, Flerovium Ore
gregtech:gt.blockores:4984, Flerovium Ore
gregtech:gt.blockores:5984, Flerovium Ore
gregtech:gt.blockores:6984, Flerovium Ore
gregtech:gt.blockores:16984, Small Flerovium Ore
gregtech:gt.blockores:17984, Small Flerovium Ore
gregtech:gt.blockores:18984, Small Flerovium Ore
gregtech:gt.blockores:19984, Small Flerovium Ore
gregtech:gt.blockores:20984, Small Flerovium Ore
gregtech:gt.blockores:21984, Small Flerovium Ore
gregtech:gt.blockores:22984, Small Flerovium Ore
gregtech:gt.blockframes:6, Lithium Frame Box
gregtech:gt.blockframes:8, Beryllium Frame Box
gregtech:gt.blockframes:10, Carbon Frame Box
gregtech:gt.blockframes:18, Magnesium Frame Box
gregtech:gt.blockframes:19, Aluminium Frame Box
gregtech:gt.blockframes:20, Raw Silicon Frame Box
gregtech:gt.blockframes:25, Potassium Frame Box
gregtech:gt.blockframes:27, Scandium Frame Box
gregtech:gt.blockframes:28, Titanium Frame Box
gregtech:gt.blockframes:29, Vanadium Frame Box
gregtech:gt.blockframes:30, Chrome Frame Box
gregtech:gt.blockframes:31, Manganese Frame Box
gregtech:gt.blockframes:32, Iron Frame Box
gregtech:gt.blockframes:33, Cobalt Frame Box
gregtech:gt.blockframes:34, Nickel Frame Box
gregtech:gt.blockframes:35, Copper Frame Box
gregtech:gt.blockframes:36, Zinc Frame Box
gregtech:gt.blockframes:37, Gallium Frame Box
gregtech:gt.blockframes:39, Arsenic Frame Box
gregtech:gt.blockframes:43, Rubidium Frame Box
gregtech:gt.blockframes:44, Strontium Frame Box
gregtech:gt.blockframes:45, Yttrium Frame Box
gregtech:gt.blockframes:47, Niobium Frame Box
gregtech:gt.blockframes:48, Molybdenum Frame Box
gregtech:gt.blockframes:52, Palladium Frame Box
gregtech:gt.blockframes:54, Silver Frame Box
gregtech:gt.blockframes:56, Indium Frame Box
gregtech:gt.blockframes:57, Tin Frame Box
gregtech:gt.blockframes:58, Antimony Frame Box
gregtech:gt.blockframes:59, Tellurium Frame Box
gregtech:gt.blockframes:62, Caesium Frame Box
gregtech:gt.blockframes:63, Barium Frame Box
gregtech:gt.blockframes:64, Lanthanum Frame Box
gregtech:gt.blockframes:65, Cerium Frame Box
gregtech:gt.blockframes:66, Praseodymium Frame Box
gregtech:gt.blockframes:67, Neodymium Frame Box
gregtech:gt.blockframes:68, Promethium Frame Box
gregtech:gt.blockframes:69, Samarium Frame Box
gregtech:gt.blockframes:70, Europium Frame Box
gregtech:gt.blockframes:71, Gadolinium Frame Box
gregtech:gt.blockframes:72, Terbium Frame Box
gregtech:gt.blockframes:73, Dysprosium Frame Box
gregtech:gt.blockframes:74, Holmium Frame Box
gregtech:gt.blockframes:75, Erbium Frame Box
gregtech:gt.blockframes:76, Thulium Frame Box
gregtech:gt.blockframes:77, Ytterbium Frame Box
gregtech:gt.blockframes:78, Lutetium Frame Box
gregtech:gt.blockframes:80, Tantalum Frame Box
gregtech:gt.blockframes:81, Tungsten Frame Box
gregtech:gt.blockframes:83, Osmium Frame Box
gregtech:gt.blockframes:84, Iridium Frame Box
gregtech:gt.blockframes:85, Platinum Frame Box
gregtech:gt.blockframes:86, Gold Frame Box
gregtech:gt.blockframes:89, Lead Frame Box
gregtech:gt.blockframes:90, Bismuth Frame Box
gregtech:gt.blockframes:96, Thorium Frame Box
gregtech:gt.blockframes:97, Uranium 235 Frame Box
gregtech:gt.blockframes:98, Uranium 238 Frame Box
gregtech:gt.blockframes:100, Plutonium 239 Frame Box
gregtech:gt.blockframes:101, Plutonium 241 Frame Box
gregtech:gt.blockframes:103, Americium Frame Box
gregtech:gt.blockframes:111, Purified Tengam Frame Box
gregtech:gt.blockframes:112, Attuned Tengam Frame Box
gregtech:gt.blockframes:129, Neutronium Frame Box
gregtech:gt.blockframes:131, Superconductor Base UIV Frame Box
gregtech:gt.blockframes:134, Superconductor Base UMV Frame Box
gregtech:gt.blockframes:139, Universium Frame Box
gregtech:gt.blockframes:141, Eternity Frame Box
gregtech:gt.blockframes:143, Magmatter Frame Box
gregtech:gt.blockframes:147, Six-Phased Copper Frame Box
gregtech:gt.blockframes:148, Mellion Frame Box
gregtech:gt.blockframes:149, Creon Frame Box
gregtech:gt.blockframes:153, Hot Proto-Halkonite Steel Frame Box
gregtech:gt.blockframes:154, Proto-Halkonite Steel Frame Box
gregtech:gt.blockframes:156, Hot Exo-Halkonite Steel Frame Box
gregtech:gt.blockframes:157, Exo-Halkonite Steel Frame Box
gregtech:gt.blockframes:201, Manasteel Frame Box
gregtech:gt.blockframes:202, Terrasteel Frame Box
gregtech:gt.blockframes:203, Elven Elementium Frame Box
gregtech:gt.blockframes:205, Gaia Spirit Frame Box
gregtech:gt.blockframes:206, Livingwood Frame Box
gregtech:gt.blockframes:207, Dreamwood Frame Box
gregtech:gt.blockframes:300, Bronze Frame Box
gregtech:gt.blockframes:301, Brass Frame Box
gregtech:gt.blockframes:302, Invar Frame Box
gregtech:gt.blockframes:303, Electrum Frame Box
gregtech:gt.blockframes:304, Wrought Iron Frame Box
gregtech:gt.blockframes:305, Steel Frame Box
gregtech:gt.blockframes:306, Stainless Steel Frame Box
gregtech:gt.blockframes:307, Pig Iron Frame Box
gregtech:gt.blockframes:308, Red Alloy Frame Box
gregtech:gt.blockframes:309, Blue Alloy Frame Box
gregtech:gt.blockframes:310, Cupronickel Frame Box
gregtech:gt.blockframes:311, Nichrome Frame Box
gregtech:gt.blockframes:312, Kanthal Frame Box
gregtech:gt.blockframes:313, Magnalium Frame Box
gregtech:gt.blockframes:314, Soldering Alloy Frame Box
gregtech:gt.blockframes:315, Battery Alloy Frame Box
gregtech:gt.blockframes:316, Tungstensteel Frame Box
gregtech:gt.blockframes:317, Osmiridium Frame Box
gregtech:gt.blockframes:318, Sunnarium Frame Box
gregtech:gt.blockframes:319, Adamantium Frame Box
gregtech:gt.blockframes:320, Fluxed Electrum Frame Box
gregtech:gt.blockframes:321, Enderium Frame Box
gregtech:gt.blockframes:323, Infused Gold Frame Box
gregtech:gt.blockframes:324, Naquadah Frame Box
gregtech:gt.blockframes:325, Naquadah Alloy Frame Box
gregtech:gt.blockframes:326, Enriched Naquadah Frame Box
gregtech:gt.blockframes:327, Naquadria Frame Box
gregtech:gt.blockframes:328, Duranium Frame Box
gregtech:gt.blockframes:329, Tritanium Frame Box
gregtech:gt.blockframes:330, Thaumium Frame Box
gregtech:gt.blockframes:331, Mithril Frame Box
gregtech:gt.blockframes:333, Astral Silver Frame Box
gregtech:gt.blockframes:334, Black Steel Frame Box
gregtech:gt.blockframes:335, Damascus Steel Frame Box
gregtech:gt.blockframes:336, Shadow Iron Frame Box
gregtech:gt.blockframes:337, Shadow Steel Frame Box
gregtech:gt.blockframes:338, Ironwood Frame Box
gregtech:gt.blockframes:339, Steeleaf Frame Box
